x;y
123;-109
123;-107
123;-104
123;-99
123;-97
123;-94
123;-92
123;-91
123;-91
123;-91
123;-92
123;-96
123;-98
123;-99
123;-101
123;-102
123;-102
123;-102
122;-102
118;-102
116;-102
114;-102
112;-102
108;-102
105;-102
103;-102
100;-100
98;-96
94;-86
94;-82
94;-77
94;-71
94;-70
93;-68
91;-67
86;-70
83;-72
81;-74
78;-76
73;-78
71;-78
66;-70
64;-65
63;-61
63;-56
63;-51
63;-48
63;-42
63;-40
61;-37
59;-35
56;-34
55;-34
54;-34
54;-34
54;-34
54;-34
54;-34
54;-34
54;-34
54;-33
54;-29
54;-23
54;-23
50;-16
48;-13
46;-13
42;-13
39;-13
37;-13
35;-13
30;-13
28;-13
25;-13
23;-13
18;-10
16;-7
13;-4
11;-1
7;5
5;6
2;6
0;6
-3;6
-5;6
-7;6
-9;6
-13;6
-15;6
-17;6
-19;8
-23;15
-24;19
-24;23
-24;27
-24;30
-24;30
-24;30
-24;30
-24;30
-24;30
-24;30
-26;30
-26;30
-29;30
-30;34
-32;38
-35;46
-36;49
-38;53
-40;53
-43;53
-45;53
-47;53
-50;53
-51;53
-53;53
-54;53
-55;53
-55;54
-55;58
-55;62
-55;69
-55;69
-59;75
-60;75
-62;75
-65;75
-67;75
-68;75
-70;75
-73;75
-74;75
-74;75
-74;80
-74;80
-74;90
-74;95
-77;104
-79;104
-80;104
-82;104
-83;104
-83;104
-83;104
-83;104
-83;104
-83;104
-86;104
-88;104
-89;104
-92;104
-94;104
-97;104
-101;104
-104;104
-106;104
-108;104
-109;104
-111;104
-114;104
-115;104
-116;104
